changed,reason,original,corrected,best_candidate,confidence,edit_distance,sequence_similarity,edit_similarity,phonetic_light_similarity,frequency,context_score,repeat_bonus,margin,candidate_count,row_index,sample_id,whisper_raw,character_corrected
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,no_candidate,japan,japan,,0.0,,,,,,,,,,31,torgo_004603,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j,their story begins with a short story about the story of the city of japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan japan j
False,rejected_low_confidence,bitch,bitch,witch,0.7547290607173767,1.0,0.8,0.8,0.8125,34.0,1.0,0.0,0.7547290607173767,1.0,89,torgo_004661,bitch,bitch
False,rejected_low_confidence,growl,growl,grow,0.7786812095748946,1.0,0.8888888888888888,0.8,0.8928571428571428,21.0,1.0,0.0,0.7786812095748946,1.0,90,torgo_004662,growl,growl
False,rejected_low_confidence,horned,horned,horn,0.6833630089731071,2.0,0.8,0.6666666666666667,0.8095238095238094,23.0,1.0,0.0,0.6833630089731071,1.0,102,torgo_004674,horned,horned
False,rejected_low_confidence,forrex,forrex,force,0.6308542327281024,2.0,0.7272727272727273,0.6666666666666667,0.75,10.0,0.5,0.0,0.6308542327281024,1.0,108,torgo_004680,forrex,forrex
False,rejected_low_confidence,shearer,shearer,share,0.7258638609849791,2.0,0.8333333333333334,0.7142857142857143,0.95,17.0,1.0,0.0,0.0029320016632772283,3.0,123,torgo_004695,shearer,shearer
False,rejected_low_confidence,ginhams,ginhams,gingham,0.7194510618700021,2.0,0.8571428571428571,0.7142857142857143,0.8500000000000001,14.0,1.0,0.0,0.7194510618700021,1.0,131,torgo_004703,mother sews yellow ginhams aprons,mother sews yellow ginhams aprons
False,no_candidate,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,,0.0,,,,,,,,,,152,torgo_004724,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer
False,rejected_low_confidence,mutt,mutt,mut,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.09186191923960596,2.0,175,torgo_004747,mutt,mutt
False,rejected_low_confidence,flower,flower,flowers,0.7605533324216214,1.0,0.9230769230769231,0.8571428571428572,0.9166666666666666,4.0,0.0,0.0,0.005630131108577463,5.0,199,torgo_004771,my sister made the flower curtains,my sister made the flower curtains
False,rejected_low_confidence,shirt,shirt,short,0.7481408727871887,1.0,0.8,0.8,0.75,33.0,1.0,0.0,0.7481408727871887,1.0,211,torgo_004783,shirt,shirt
False,no_candidate,atehs,atehs,,0.0,,,,,,,,,,213,torgo_004785,atehs,atehs
False,no_candidate,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,,0.0,,,,,,,,,,219,torgo_004791,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer
False,rejected_low_confidence,hadn't,hadn't,haven't,0.6411271934972205,2.0,0.7692307692307693,0.7142857142857143,0.7666666666666667,6.0,0.0,0.0,0.03947162997336795,3.0,231,torgo_004803,hadn't had that,hadn't had that
False,rejected_low_confidence,sorry,sorry,worry,0.6969244091703847,1.0,0.8,0.8,0.75,12.0,0.0,0.0,0.6969244091703847,1.0,236,torgo_004808,pot sorry,pot sorry
False,no_candidate,escrep,escrep,,0.0,,,,,,,,,,253,torgo_004825,escrep the floors thoroughly,escrep the floors thoroughly
False,rejected_low_confidence,lairre,lairre,lair,0.6902577425037181,2.0,0.8,0.6666666666666667,0.95,12.0,1.0,0.0,0.0796766695526182,2.0,281,torgo_004853,lairre,lairre
False,no_candidate,atehs,atehs,,0.0,,,,,,,,,,288,torgo_004860,atehs,atehs
False,rejected_low_confidence,experimentalism,experimentalism,experimental,0.7332795250734652,3.0,0.8888888888888888,0.8,0.8835227272727273,14.0,0.0,0.0,0.7332795250734652,1.0,289,torgo_004861,day after day some new ex ex experimentalism is a common thing in life,day after day some new ex ex experimentalism is a common thing in life
False,rejected_low_confidence,thing,thing,things,0.7602361553572735,1.0,0.9090909090909091,0.8333333333333334,0.9166666666666666,17.0,0.0,0.0,0.05706174618688875,2.0,289,torgo_004861,day after day some new ex ex experimentalism is a common thing in life,day after day some new ex ex experimentalism is a common thing in life
False,rejected_low_confidence,building,building,bidding,0.6793009534022558,2.0,0.8,0.75,0.8666666666666667,8.0,0.0,0.0,0.6793009534022558,1.0,293,torgo_004865,the little boy is building a house for his dog,the little boy is building a house for his dog
False,rejected_low_confidence,humm,humm,hum,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.7506386948846704,1.0,302,torgo_004874,humm,humm
False,rejected_low_confidence,slit,slit,sit,0.731348572449875,1.0,0.8571428571428571,0.75,0.8500000000000001,8.0,1.0,0.0,0.0029320016632772283,7.0,322,torgo_004894,slit,slit
False,rejected_low_confidence,bitch,bitch,witch,0.7547290607173767,1.0,0.8,0.8,0.8125,34.0,1.0,0.0,0.7547290607173767,1.0,323,torgo_004895,bitch,bitch
False,rejected_low_confidence,sums,sums,slums,0.7325434567894322,1.0,0.8888888888888888,0.8,0.8928571428571428,12.0,0.0,0.0,0.015235252062287374,2.0,329,torgo_004901,he further proposed grants of unspecified sums of experimental,he further proposed grants of unspecified sums of experimental
False,no_candidate,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,331,torgo_004903,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,rejected_low_confidence,sells,sells,sell,0.7787669188659968,1.0,0.8888888888888888,0.8,0.8500000000000001,31.0,1.0,0.0,0.02228585130566685,2.0,334,torgo_004906,sells,sells
False,rejected_low_confidence,hemm,hemm,hem,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.7506386948846704,1.0,336,torgo_004908,hemm,hemm
False,no_candidate,sixth,sixth,,0.0,,,,,,,,,,339,torgo_004911,sixth,sixth
False,rejected_low_confidence,lush,lush,mush,0.6979754448493143,1.0,0.75,0.75,0.75,10.0,1.0,0.0,0.6979754448493143,1.0,350,torgo_004922,lush,lush
True,accepted,college,colleges,,0.820710123456099,1.0,0.9333333333333333,0.875,0.8928571428571428,12.0,1.0,0.0,0.820710123456099,1.0,357,torgo_004929,it also provides for funds to clear slums and help college build dormitories,it also provides for funds to clear slums and help colleges build dormitories
False,rejected_low_confidence,load,load,lead,0.716221003842122,1.0,0.75,0.75,0.875,17.0,1.0,0.0,0.05308671710653279,2.0,364,torgo_004936,load,load
False,rejected_low_confidence,darny,darny,darn,0.770594492468362,1.0,0.8888888888888888,0.8,0.8928571428571428,10.0,1.0,0.0,0.770594492468362,1.0,368,torgo_004940,darny,darny
False,no_candidate,juliettexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,juliettexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,371,torgo_004943,juliettexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,juliettexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,rejected_low_confidence,seach,seach,each,0.7855022647914031,1.0,0.8888888888888888,0.8,0.8500000000000001,56.0,1.0,0.0,0.05972548914633846,5.0,375,torgo_004947,seach,seach
False,rejected_low_confidence,oscarre,oscarre,oscar,0.7220672663132418,2.0,0.8333333333333334,0.7142857142857143,0.95,12.0,1.0,0.0,0.7220672663132418,1.0,378,torgo_004950,oscarre,oscarre
False,rejected_low_confidence,sorry,sorry,worry,0.6969244091703847,1.0,0.8,0.8,0.75,12.0,0.0,0.0,0.6969244091703847,1.0,425,torgo_004997,two oh sorry two,two oh sorry two
False,rejected_low_confidence,shearer,shearer,share,0.7258638609849791,2.0,0.8333333333333334,0.7142857142857143,0.95,17.0,1.0,0.0,0.0029320016632772283,3.0,513,torgo_005085,shearer,shearer
False,no_candidate,jinhams,jinhams,,0.0,,,,,,,,,,521,torgo_005093,mother sews yellow jinhams apron,mother sews yellow jinhams apron
False,rejected_low_confidence,apron,apron,aprons,0.7757281181470583,1.0,0.9090909090909091,0.8333333333333334,0.8928571428571428,14.0,0.5,0.0,0.7757281181470583,1.0,521,torgo_005093,mother sews yellow jinhams apron,mother sews yellow jinhams apron
False,no_candidate,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,539,torgo_005111,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,no_candidate,hearerararararararararararararararararararararararararararararararararararararararararararararararararararararararararararararar,hearerararararararararararararararararararararararararararararararararararararararararararararararararararararararararararararar,,0.0,,,,,,,,,,542,torgo_005114,hearerararararararararararararararararararararararararararararararararararararararararararararararararararararararararararararar,hearerararararararararararararararararararararararararararararararararararararararararararararararararararararararararararararar
False,rejected_low_confidence,mutt,mutt,mut,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.09186191923960596,2.0,565,torgo_005137,mutt,mutt
False,no_candidate,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,581,torgo_005153,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,no_candidate,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,583,torgo_005155,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,rejected_low_confidence,flower,flower,flowers,0.7605533324216214,1.0,0.9230769230769231,0.8571428571428572,0.9166666666666666,4.0,0.0,0.0,0.005630131108577463,5.0,591,torgo_005163,my sister made the flower curtains,my sister made the flower curtains
False,no_candidate,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,,0.0,,,,,,,,,,611,torgo_005183,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer,hearerererererererererererererererererererererererererererererererererererererererererererererererererererererererererererererer
False,rejected_low_confidence,pronounce,pronounce,pronounced,0.8027560915614202,1.0,0.9473684210526315,0.9,0.9166666666666666,17.0,0.0,0.0,0.8027560915614202,1.0,623,torgo_005195,how do you pronounce that,how do you pronounce that
False,no_candidate,escrep,escrep,,0.0,,,,,,,,,,645,torgo_005217,escrep the floors thoroughly,escrep the floors thoroughly
False,rejected_low_confidence,hack,hack,back,0.7156402683966616,1.0,0.75,0.75,0.75,49.0,1.0,0.0,0.01571585922627705,4.0,670,torgo_005242,hack,hack
False,rejected_low_confidence,tickle,tickle,ticker,0.6802176200689227,2.0,0.8333333333333334,0.6666666666666667,0.8125,8.0,1.0,0.0,0.0018731604586720296,3.0,671,torgo_005243,tickle,tickle
False,no_candidate,lairrexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,lairrexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,673,torgo_005245,lairrexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,lairrexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,no_candidate,wraps,wraps,,0.0,,,,,,,,,,674,torgo_005246,he wraps package hastily,he wraps package hastily
False,no_candidate,atehs,atehs,,0.0,,,,,,,,,,680,torgo_005252,atehs,atehs
False,no_candidate,expat,expat,,0.0,,,,,,,,,,681,torgo_005253,day after day some new expat xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,day after day some new expat xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,no_candidate,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,681,torgo_005253,day after day some new expat xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,day after day some new expat xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,rejected_low_confidence,humm,humm,hum,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.7506386948846704,1.0,694,torgo_005266,humm,humm
False,rejected_low_confidence,laid,laid,lid,0.685198095748747,1.0,0.8571428571428571,0.75,0.9166666666666666,2.0,0.0,0.0,0.006781524962149343,6.0,700,torgo_005272,a roll of wire laid near the wall,a roll of wire laid near the wall
False,rejected_low_confidence,split,split,spit,0.7840981083364241,1.0,0.8888888888888888,0.8,0.8928571428571428,34.0,1.0,0.0,0.7840981083364241,1.0,714,torgo_005286,split,split
False,rejected_low_confidence,sums,sums,slums,0.7325434567894322,1.0,0.8888888888888888,0.8,0.8928571428571428,12.0,0.0,0.0,0.015235252062287374,2.0,721,torgo_005293,he further proposed grants of unspecified sums of experience,he further proposed grants of unspecified sums of experience
False,rejected_low_confidence,prepare,prepare,prepared,0.794070527140994,1.0,0.9333333333333333,0.875,0.9166666666666666,5.0,0.5,0.0,0.794070527140994,1.0,722,torgo_005294,prepare for the next step,prepare for the next step
False,rejected_low_confidence,next,next,neat,0.6647208223473224,1.0,0.75,0.75,0.7666666666666667,16.0,0.0,0.0,0.006745377498008187,2.0,722,torgo_005294,prepare for the next step,prepare for the next step
False,rejected_low_confidence,step,step,steps,0.7413958232641121,1.0,0.8888888888888888,0.8,0.8928571428571428,4.0,0.5,0.0,0.017619047619047645,2.0,722,torgo_005294,prepare for the next step,prepare for the next step
False,no_candidate,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,0.0,,,,,,,,,,724,torgo_005296,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,vattexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
False,rejected_low_confidence,sells,sells,sell,0.7787669188659968,1.0,0.8888888888888888,0.8,0.8500000000000001,31.0,1.0,0.0,0.02228585130566685,2.0,727,torgo_005299,sells,sells
False,rejected_low_confidence,hemm,hemm,hem,0.7506386948846704,1.0,0.8571428571428571,0.75,1.0,12.0,1.0,0.0,0.7506386948846704,1.0,729,torgo_005301,hemm,hemm
True,accepted,college,colleges,,0.820710123456099,1.0,0.9333333333333333,0.875,0.8928571428571428,12.0,1.0,0.0,0.820710123456099,1.0,750,torgo_005322,it also provides for funds to clear slums and help college build dormitories,it also provides for funds to clear slums and help colleges build dormitories
