audio_path,file_name,file_stem,extension,speaker,condition,gender,session,valid_audio,audio_error,sample_rate,channels,frames,duration,silent_audio,too_short_or_long,clipping_ratio,audio_hash,transcript_path,has_transcript,transcript,transcript_length,word_count,duplicate_audio,usable
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0169.wav,0169.wav,0169,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,67200.0,4.2,False,False,0.0,95c74ff34b3f7ebf986960af33a7d7869cb0d28dca317c02981140c34a9dd622,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0170.wav,0170.wav,0170,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,f28d80dd8103b245122426c9b10d31841566506f9b6e0df05a31cc7a2df37560,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0171.wav,0171.wav,0171,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,57600.0,3.6,False,False,0.0,da9343dd1956b79a132645d12da4149185d18f82a091bfdf2255540546c45981,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0172.wav,0172.wav,0172,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,071b36b60e134f61bc22088158bb4e78e384ce1fa83e7660d42e15e9516102ad,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0173.wav,0173.wav,0173,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,080840041d2e714fca41cccddef3a98f5cb937c76081bd168e0869646c777dd6,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0174.wav,0174.wav,0174,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,223200.0,13.95,False,False,0.0,f5c718fa739fe58ec1a69afd1909f7535c25cbf4a75dca9acbb091015fefed52,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0175.wav,0175.wav,0175,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,dd1643b099ada8fa4b0e43cab90c2ed68c0d14b61fa300b31eb20f6f02517c59,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0176.wav,0176.wav,0176,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,741a88e6e101270087996d7c9e4ace271ac1955270e328c29316e2bb37b25a3e,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0177.wav,0177.wav,0177,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,38400.0,2.4,False,False,0.0,48a3ca30d513c366e7aadd228b47c8a80d5895501c8b04aca168168982e325ff,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0178.wav,0178.wav,0178,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,1d903d0adb95a5f68c145543ff527f038133ed84e766976063a104948e93c40d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0179.wav,0179.wav,0179,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,235da4e83e6fc2c777bc4cba83a5f7778e638a03516ebb0890d13c3216218ebb,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0180.wav,0180.wav,0180,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,e8f57ccfbe0d3716360248342ac9a27b40f5ba7b796a8efb6a165636571e24d2,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0181.wav,0181.wav,0181,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,50400.0,3.15,False,False,0.0,367aa88bc48c4e3c0f1667bd4fcc482ea8d7753e3bcc20c672721badaa16eeaf,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0182.wav,0182.wav,0182,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,96437078b058b07fd0e76c386862e43a25aacd245d68f369406e6521cd0470ea,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0183.wav,0183.wav,0183,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,0208268e51a7227a2a3062374879d25671c6f9202690d9030b852f37ea2f6d3e,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0184.wav,0184.wav,0184,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,9388b82a97d82ba222a4fb431462228165f6a374a916c5c22d0daa164586b278,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0185.wav,0185.wav,0185,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,a216a9feeefa83566fbff020c77f7c93563bfbc0a5fa93446a87350539b625e1,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0186.wav,0186.wav,0186,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,e6c30e1dfdae3a6e9ba355a34b3071d8ac3e31bfd3f0ad1f105f4c66e3febfe3,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0187.wav,0187.wav,0187,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,efe44fd9bb35d625a63b472333a807dd0b80f3d884898ba69e394ac4504e140f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0188.wav,0188.wav,0188,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,0cbbf765f9985be436d186de2ce67ce62a4fa0f2a14d7202b169471c5725974a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0189.wav,0189.wav,0189,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,36000.0,2.25,False,False,0.0,760739f878a54d21d9bbd189276c1397a350e0b2b314d528b613dc16e143f559,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0190.wav,0190.wav,0190,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,144000.0,9.0,False,False,0.0,a34acb807a8b560fd797d9a7c251924c6e44a24d2d462e2c81f759de97566319,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0191.wav,0191.wav,0191,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,98400.0,6.15,False,False,0.0,2d06e2fb49378ec38b67b9c36754cffc5d5de77a06fc4325b0bc7f87d15e7ab2,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0192.wav,0192.wav,0192,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,177600.0,11.1,False,False,0.0,2d9c33a9d78d6bb01bce9660752b774809e33feec4cdcdcf157a58bb28398583,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0193.wav,0193.wav,0193,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,f212acf20cf315dd027ddcafc24455d244228c9c8c67fecc21599769bec40bf3,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0194.wav,0194.wav,0194,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,48000.0,3.0,False,False,0.0,81dac847b03a44d31d2087d85421876669ad2c8ca2c418f72cdddc1ff5e97f10,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0195.wav,0195.wav,0195,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,651a462376319abd1311849141aaa81802e6a3fc697b7b10e956ca26026cabce,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0196.wav,0196.wav,0196,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,38400.0,2.4,False,False,0.0,09fb08dc6f18b3487875725b6b3c46e3ca0c35aa2b0b7213d9bbae57d4fae3c4,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0197.wav,0197.wav,0197,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,1ba35ed99660246d253a1dc0803f86a02f20df6666b3dddd30dc8781d915db3f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0198.wav,0198.wav,0198,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,86400.0,5.4,False,False,0.0,82bc779fd3d8d0dbe7bfa37e0983d7d846284f47f8a2bdd5287bf76d306be134,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0199.wav,0199.wav,0199,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,756236c7c602f1fa808fdf12c5e13957af3e5b82957c53f2207ce272994349cf,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0200.wav,0200.wav,0200,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,8868bd3f36397064168e7a34f7a8f6b952aad0efe50a2a443c18760d33f7a957,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0201.wav,0201.wav,0201,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,7b2eeaf9f00ebbfecceabe8c9981fbde5533593dc1f210188ef2c02e009054c4,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0202.wav,0202.wav,0202,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,1ef5b84f71e0d637148be3d73c63693eb3562a1bcfea1eb4f85449ab0eabb782,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0203.wav,0203.wav,0203,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,67200.0,4.2,False,False,0.0,7b4fe6ad8b6b32d39e0dac9d9e6e6d1a045774a484474407a1cc80c861521a0c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0204.wav,0204.wav,0204,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,651c522a0c06cc39dbc5274d661644abbb1f3eb73b10497f255a180b7c1a171a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0205.wav,0205.wav,0205,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,40800.0,2.55,False,False,0.0,ce968f3d5ca2f7b0cff056f17b3495eac904e45a148989f142e16a27ab4621f0,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0206.wav,0206.wav,0206,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,62400.0,3.9,False,False,0.0,5bbdbb689715880bde3283f8b211d85ca9cb5b226fab93137a75bffcc56a999d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0207.wav,0207.wav,0207,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,52800.0,3.3,False,False,0.0,5967b53d3fbe7013e2a16b8ae52ce1efc40687199b610fc8623f2f01b31013fe,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0208.wav,0208.wav,0208,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,14400.0,0.9,False,False,0.0,31080b3ef3703603e3a81c370494dd339eaab9d616e482c564741f72bc615218,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0209.wav,0209.wav,0209,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,02476b165db4aebb75c67f7a2efd22fd274f5c16ec6a85692edf2121930c83ac,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0210.wav,0210.wav,0210,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,26bc4e56e1197353ea785e23a7d97dde004016e5d89e96e13f6516a6bd40da1b,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0211.wav,0211.wav,0211,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,a6963acf72e3338e8e74b8c69343eab304ad54b5cd4c8ebe0c7ca52396ad478e,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0212.wav,0212.wav,0212,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,086e92fb404c2b547da53b39c3be6317a1d7b0ffcffa36b53d9ac4f67e346369,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0213.wav,0213.wav,0213,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,288d44251b819c5fb498fee93c4d19c105a01799268cb9b345b4b5d01b3f3724,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0214.wav,0214.wav,0214,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,74400.0,4.65,False,False,0.0,b1edc8eb37a84aa671c40eff15800fa7e878332b30fd370df4835ad9d873afc5,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0215.wav,0215.wav,0215,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,124800.0,7.8,False,False,0.0,0c94bbb819f05207ed8ad9e683e7d70bcebe3accfd2fb94b06699e6231bd92ad,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0216.wav,0216.wav,0216,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,a3f26e9a0dc9be3a94c89b28ae2ec07fd915f92ea7e73c2e05ca95f4da723336,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0217.wav,0217.wav,0217,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,a0ebd7471ef238ea1910428396d2ef3fb767422a086037d51c0dd693c4dfe5fc,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0218.wav,0218.wav,0218,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,6df8f06476921679c2ebe889e58f29da6d2eb539b328d01c9b749b3f1c14121c,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0219.wav,0219.wav,0219,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,43200.0,2.7,False,False,0.0,e735876d2695e8361ba2a0592f9f5a6c22c6ea1a9276d420d23286ae4a63621d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0221.wav,0221.wav,0221,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,28800.0,1.8,False,False,0.0,01148d4a7e8fdebd6dd1b078caf9c21f03097e2def11b78bdc5825823a31fe29,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0222.wav,0222.wav,0222,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,64800.0,4.05,False,False,0.0,39201907af32731bfa0e085348d2375dbd196bfabc9310616121cd63d501f6ae,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0223.wav,0223.wav,0223,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,146400.0,9.15,False,False,0.0,04037e6d19b879031c4bbbb02ce0095d45765606489224cc9a7c6eacd7f7a1e8,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0224.wav,0224.wav,0224,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,e964ec41b7386b07481af3b7fa56dab555c42f59dffc74187e4c1a4b675a5e73,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0225.wav,0225.wav,0225,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,92c91a100263b83fac1574a20317ea8da541fa73bffcd8ca4d5850e82bfbd91f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0226.wav,0226.wav,0226,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,198b42c01bd5965fd003acb21da488f42247477da2670fa06de8cf7a97373c3f,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0227.wav,0227.wav,0227,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,655bcd94f2593009daf317f6914f0938f5aec3796afe3ba4a728ca148482ea77,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0228.wav,0228.wav,0228,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,24000.0,1.5,False,False,0.0,e0c54e4910df41888451463daf05e95e76670e61c340c44655893a971f3a6ebc,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0229.wav,0229.wav,0229,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,e23c9765bd189d0bca69b0de702cfaeb105b365794fd71f055b4f90bb288a85a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0230.wav,0230.wav,0230,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,45600.0,2.85,False,False,0.0,45dcc926d4707bf7eb228feab96fea3a335fd1b37402af3f8531c4cb089c4804,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0232.wav,0232.wav,0232,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,19200.0,1.2,False,False,0.0,07c88ed8ec64bc77176168e51da31855ff046e71c8de7cc25104f9b2e91f1467,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0233.wav,0233.wav,0233,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,8c07edd0ad1f04fd2c455b2ae7ef14e092cd9a3db5a6622e1fd94c53165b630a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0234.wav,0234.wav,0234,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,76800.0,4.8,False,False,0.0,fa71c1397232e28cb14efb689f669e1a1c09a9afe5c020e29f0bc97b07a8613d,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0235.wav,0235.wav,0235,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,33600.0,2.1,False,False,0.0,80366a941affd57881dedfae03cde573d204f21b66a0d7fcd2faa131aa240b0a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0236.wav,0236.wav,0236,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,707fadf84f030bb86fffa7335bba1bb104f6f4ae53385b714f541cc4169fef6a,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0237.wav,0237.wav,0237,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,26400.0,1.65,False,False,0.0,a10b79ace479e7cde29652f0de1716a1f4cbe0a2fc3fc3959728b59238a35cbb,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0238.wav,0238.wav,0238,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,21600.0,1.35,False,False,0.0,ff1efffc584b0f846e0f66355b075412e166c8bef61988fa8bdcba6ece4d4374,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0239.wav,0239.wav,0239,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,52800.0,3.3,False,False,0.0,21c0b4b277cbd2057ab421eac8adc3b1eb868f8faf17fe90ca5e8e1aab5e71e4,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0240.wav,0240.wav,0240,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,384eace1fc2f4f19b26170e9379240d5d6c6e4b60090b3b202702aedf0a8ca23,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0241.wav,0241.wav,0241,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,16800.0,1.05,False,False,0.0,b1185b68ec43a28155150b5889d06f8a0ea8dff0c625382b1a55b5869270a346,,False,,0,0,False,False
E:\AI_Project\TORGO_DATASET\F\F03\Session2\wav_arrayMic\0242.wav,0242.wav,0242,.wav,F03,dysarthric,female,Session2,True,,16000.0,1.0,81600.0,5.1,False,False,0.0,1108c12a34cde0044a13feb0f0264cdbd6355792723a8ffc681e8d17337270dd,,False,,0,0,False,False
